iter	Logloss
293	0.4022612061
294	0.4021992432
295	0.4021802734
296	0.4021539551
297	0.4021188477
298	0.4021095215
299	0.4019893799
300	0.4019745605
301	0.4019367187
302	0.4019175781
303	0.4019038086
304	0.4018850586
305	0.4018667969
306	0.401849292
307	0.4018250977
308	0.4017872559
309	0.4017318848
310	0.4017062256
311	0.4016905762
312	0.4016754639
313	0.4016597168
314	0.4016498535
315	0.4016210205
316	0.4016043457
317	0.401586377
318	0.4015779785
319	0.401536499
320	0.4015227295
321	0.4014741211
322	0.4014589355
323	0.401440332
324	0.4013868164
325	0.401370752
326	0.4013446045
327	0.4013178467
328	0.401305249
329	0.401288916
330	0.4012739746
331	0.4012245605
332	0.4012167236
333	0.4012038574
334	0.4011765625
335	0.4011308594
336	0.4010864258
337	0.4010643555
338	0.4010572021
339	0.4010156738
340	0.4010072266
341	0.4009880859
342	0.4009751465
343	0.4009671387
344	0.4009383789
345	0.4009096191
346	0.4008968506
347	0.4008805664
348	0.4008684082
349	0.4008570312
350	0.4008478027
351	0.400829126
352	0.4008148193
353	0.4007940674
354	0.4007446289
355	0.4007385742
356	0.4006915771
357	0.4006779785
358	0.4006612793
359	0.4006499512
360	0.4006172363
361	0.4005913818
362	0.400567041
363	0.4005557373
364	0.4005116455
365	0.4004876709
366	0.4004791016
367	0.4004557617
368	0.4004443359
369	0.40041875
370	0.4003971924
371	0.4003581055
372	0.4003505859
373	0.400329248
374	0.4002888428
375	0.4002428223
376	0.4002313477
377	0.400187915
378	0.4001716064
379	0.4001494141
380	0.4001399414
381	0.4001140625
382	0.4001085449
383	0.4001
384	0.4000615723
385	0.400044165
386	0.4000234131
387	0.4000047852
388	0.3999685303
389	0.3999441895
390	0.3999073242
391	0.3998723145
392	0.3998632324
393	0.39984375
394	0.3998070313
395	0.3997956055
396	0.3997614502
397	0.399751123
398	0.3997342041
399	0.3997180664
400	0.3996835449
401	0.3996504395
402	0.3995820557
403	0.3995625244
404	0.3995449463
405	0.3995125732
406	0.3994934814
407	0.3994296387
408	0.3993978027
409	0.3993802734
410	0.3993580811
411	0.3993342041
412	0.3993061035
413	0.3992852051
414	0.3992568359
415	0.3992371582
416	0.3992119873
417	0.3992053223
418	0.3991996094
419	0.3991804932
420	0.399161792
421	0.3991419922
422	0.399125
423	0.3991076172
424	0.3991023193
425	0.3990975098
426	0.3990875
427	0.3990824707
428	0.3990659668
429	0.3990406982
430	0.3990098633
431	0.3989500732
432	0.3989300781
433	0.3989222656
434	0.3989172607
435	0.3988993408
436	0.3988949707
437	0.3988872314
438	0.3988720947
439	0.3988409912
440	0.3987843994
441	0.3987571289
442	0.3987172607
443	0.3986792725
444	0.3986662109
445	0.3986513672
446	0.3986335449
447	0.3986241699
448	0.3985711914
449	0.3985474365
450	0.3985273437
451	0.3984776855
452	0.3984540039
453	0.3984343262
454	0.3984225098
455	0.3983755859
456	0.3983634277
457	0.3983274414
458	0.3983197754
459	0.3982758545
460	0.3982480225
461	0.3982253662
462	0.3982142822
463	0.3982013916
464	0.3981909668
465	0.3981722656
466	0.3981529785
467	0.3981361328
468	0.3981176025
469	0.398104834
470	0.3980781006
471	0.3980561523
472	0.3980404053
473	0.3980258301
474	0.3979952637
475	0.3979846191
476	0.3979592285
477	0.3979411621
478	0.3979374023
479	0.3979328125
480	0.397900293
481	0.3978868896
482	0.3978768555
483	0.3978730713
484	0.3978574707
485	0.3978468262
486	0.3978401611
487	0.397810791
488	0.3977963623
489	0.3977788086
490	0.3977533203
491	0.3977121582
492	0.3976989746
493	0.3976856445
494	0.3976709961
495	0.3976692383
496	0.3976589844
497	0.3976532227
498	0.397632251
499	0.3976117432
500	0.3975981445
501	0.3975849365
502	0.3975506348
503	0.3975253906
504	0.3975080078
505	0.3974972168
506	0.3974588623
507	0.3974389648
508	0.3974218506
509	0.3974199707
510	0.3974067139
511	0.3973794922
512	0.3973695557
513	0.3973370605
514	0.3973351562
515	0.3973188477
516	0.3973092529
517	0.3972946045
518	0.3972583496
519	0.3972298828
520	0.3971992188
521	0.397170166
522	0.3971619629
523	0.3971474365
524	0.3970996094
525	0.3970885986
526	0.3970823242
527	0.3970494141
528	0.3970342773
529	0.3970296143
530	0.3970140381
531	0.3969868408
532	0.3969746094
533	0.3969662109
534	0.396953125
535	0.3969438477
536	0.3969381104
537	0.3969324463
538	0.3969034912
539	0.3968878662
540	0.3968824219
541	0.396869873
542	0.3968510742
543	0.3968240234
544	0.3968114746
545	0.3967857422
546	0.3967705078
547	0.3967587158
548	0.3967370117
549	0.3967061035
550	0.3966932129
551	0.3966894043
552	0.3966840088
553	0.3966722168
554	0.3966666992
555	0.3966558838
556	0.3966502441
557	0.3966335693
558	0.3966239746
559	0.3966060791
560	0.3965874268
561	0.3965758057
562	0.3965679443
563	0.3965662598
564	0.3965405273
565	0.396521167
566	0.3965054932
567	0.3965005859
568	0.3964775391
569	0.3964716309
570	0.3964472168
571	0.3964454102
572	0.3964307373
573	0.3964150146
574	0.3963905273
575	0.3963888672
576	0.3963735352
577	0.3963443359
578	0.3963406738
579	0.3963354004
580	0.3963248047
581	0.3962979004
582	0.3962849365
583	0.3962741455
584	0.3962336426
585	0.3962191406
586	0.3962100098
587	0.3962063965
588	0.396189209
589	0.3961720703
590	0.396148999
591	0.396144043
592	0.3961326904
593	0.3961160645
594	0.396104541
595	0.3960936035
596	0.3960723633
597	0.3960595703
598	0.3960488281
599	0.3960437988
600	0.3960422852
601	0.3960321045
602	0.3960238525
603	0.3960075195
604	0.3959856445
605	0.3959678223
606	0.3959561523
607	0.3959544922
608	0.3959384766
609	0.3959234863
610	0.3959183594
611	0.3959104004
612	0.3959085449
613	0.3959026367
614	0.3958895996
615	0.3958789551
616	0.3958743164
617	0.3958660156
618	0.3958284912
619	0.3958208496
620	0.3958128906
621	0.3957888184
622	0.3957742676
623	0.3957699707
624	0.395758252
625	0.3957467529
626	0.3957259766
627	0.3957175293
628	0.3956976562
629	0.3956851074
630	0.3956633301
631	0.3956398926
632	0.3956254395
633	0.3956137695
634	0.3956080566
635	0.3955934326
636	0.3955864746
637	0.3955681641
638	0.3955587402
639	0.3955496094
640	0.3955381104
641	0.3955205078
642	0.3955127197
643	0.3955095215
644	0.3954886475
645	0.3954772461
646	0.3954555664
647	0.395441748
648	0.3954303223
649	0.395421582
650	0.3954084473
651	0.3953950195
652	0.3953837646
653	0.3953727051
654	0.3953649414
655	0.3953451172
656	0.3953316895
657	0.3953088867
658	0.3952985107
659	0.3952849854
660	0.3952645996
661	0.3952396484
662	0.3952350586
663	0.3952287598
664	0.3952188477
665	0.3952156006
666	0.3951914062
667	0.3951869141
668	0.3951827393
669	0.3951735107
670	0.3951643066
671	0.395159082
672	0.3951459473
673	0.3951366699
674	0.3951209961
675	0.3951017578
676	0.3951003662
677	0.3950830322
678	0.3950619629
679	0.3950393066
680	0.395037793
681	0.3950191406
682	0.3950069824
683	0.3949840332
684	0.3949823486
685	0.3949493164
686	0.3949414551
687	0.3949288574
688	0.3949085693
689	0.3948867676
690	0.3948683594
691	0.3948579102
692	0.3948530762
693	0.3948342773
694	0.3948150146
695	0.3948023926
696	0.3947980957
697	0.3947792969
698	0.3947485352
699	0.3947293945
700	0.3947163818
701	0.3947039063
702	0.3946994629
703	0.3946820801
704	0.394672168
705	0.3946618164
706	0.3946578125
707	0.3946564941
708	0.3946515869
709	0.3946470459
710	0.3946333496
711	0.3946174805
712	0.3946003418
713	0.3945906738
714	0.3945871582
715	0.3945678711
716	0.3945469238
717	0.3945348145
718	0.394520166
719	0.3945168945
720	0.394510498
721	0.394504248
722	0.3944937988
723	0.3944822998
724	0.3944753662
725	0.3944556885
726	0.3944355469
727	0.3944228271
728	0.3944084961
729	0.394394043
730	0.3943652832
731	0.3943616211
732	0.3943459229
733	0.3943322266
734	0.394328418
735	0.3943012207
736	0.3942811035
737	0.39426875
738	0.3942539307
739	0.3942423096
740	0.3942383301
741	0.3942296875
742	0.3942112305
743	0.3942004395
744	0.3941883301
745	0.394169873
746	0.3941653076
747	0.3941567383
748	0.3941391602
749	0.3941217529
750	0.3941075195
751	0.3941032715
752	0.3940855957
753	0.3940818848
754	0.394077832
755	0.3940684082
756	0.3940605957
757	0.3940512695
758	0.39404104
759	0.3940243652
760	0.394009668
761	0.3940057861
762	0.3940026611
763	0.3939983398
764	0.3939970947
765	0.3939822266
766	0.3939649902
767	0.3939495361
768	0.3939466797
769	0.3939213379
770	0.3939102539
771	0.3938996826
772	0.3938968262
773	0.3938866699
774	0.3938760742
775	0.3938637695
776	0.3938533691
777	0.393843335
778	0.393842334
779	0.393836377
780	0.3938319824
781	0.3938151855
782	0.393803125
783	0.3937876709
784	0.3937694092
785	0.3937509521
786	0.3937372559
787	0.3937337402
788	0.3937172852
789	0.3936935547
790	0.3936859375
791	0.3936772461
792	0.3936643555
793	0.39364104
794	0.3936256348
795	0.3936150879
796	0.3935969482
797	0.3935788574
798	0.3935755615
799	0.3935582275
800	0.3935442871
801	0.3935415283
802	0.3935271729
803	0.3935126953
804	0.3935034668
805	0.3934866211
806	0.3934746094
807	0.3934612305
808	0.393445752
809	0.3934411865
810	0.3934273437
811	0.3934131348
812	0.3934007568
813	0.3933971436
814	0.393394043
815	0.3933846436
816	0.3933802979
817	0.3933736816
818	0.3933503418
819	0.3933461914
820	0.3933429199
821	0.3933320312
822	0.3933198242
823	0.3933154785
824	0.3933064453
825	0.3933024414
826	0.3932874268
827	0.3932837646
828	0.3932725342
829	0.3932666016
830	0.3932560791
831	0.3932547852
832	0.3932461182
833	0.3932392334
834	0.3932351562
835	0.3932168945
836	0.3932111572
837	0.3932079102
838	0.3931987305
839	0.3931813477
840	0.3931720459
841	0.3931587402
842	0.3931474609
843	0.3931320801
844	0.3931236816
845	0.3931201172
846	0.393104834
847	0.3930957031
848	0.3930923096
849	0.3930820313
850	0.3930691406
851	0.3930681152
852	0.3930517578
853	0.3930409912
854	0.3930345215
855	0.3930229248
856	0.393017041
857	0.3930121582
858	0.3930092773
859	0.3929868164
860	0.3929742187
861	0.3929713135
862	0.3929612549
863	0.3929520996
864	0.3929437012
865	0.3929351807
866	0.3929269043
867	0.3929214355
868	0.392909375
869	0.3928943848
870	0.3928854492
871	0.3928812988
872	0.3928781738
873	0.392861377
874	0.3928392822
875	0.3928285645
876	0.3928088623
877	0.392781665
878	0.3927755371
879	0.3927717285
880	0.3927521729
881	0.392735498
882	0.3927335937
883	0.3927279785
884	0.392717334
885	0.392707666
886	0.3927019043
887	0.3926812988
888	0.3926742432
889	0.3926705078
890	0.3926665527
891	0.3926534424
892	0.3926432373
893	0.3926340332
894	0.3926251221
895	0.392609375
896	0.392608374
897	0.3925873291
898	0.3925713867
899	0.392564917
900	0.3925612061
901	0.3925484131
902	0.3925448486
903	0.3925414063
904	0.3925321289
905	0.3925180176
906	0.3925108887
907	0.3925032471
908	0.3924885742
909	0.3924767578
910	0.3924668213
911	0.3924577148
912	0.3924429688
913	0.3924304932
914	0.3924100586
915	0.3923990479
916	0.3923924805
917	0.3923869385
918	0.392383667
919	0.3923812256
920	0.3923669678
921	0.3923521973
922	0.392337085
923	0.3923172607
924	0.3922995605
925	0.392297168
926	0.3922800293
927	0.3922685547
928	0.3922629395
929	0.3922535156
930	0.3922366943
931	0.3922331299
932	0.392229541
933	0.3922196533
934	0.392208667
935	0.392203418
936	0.392191748
937	0.3921835938
938	0.3921793945
939	0.3921602051
940	0.3921466797
941	0.3921429443
942	0.3921283203
943	0.3921205322
944	0.3921071045
945	0.3921031494
946	0.3920946777
947	0.39205354
948	0.3920379883
949	0.3920236084
950	0.3920164307
951	0.3920042969
952	0.3919654785
953	0.3919568359
954	0.3919518311
955	0.3919336426
956	0.3919268555
957	0.3919088623
958	0.3919078369
959	0.3919043945
960	0.391894873
961	0.3918757568
962	0.3918654785
963	0.3918462646
964	0.3918341309
965	0.3918306641
966	0.3917943848
967	0.3917820312
968	0.3917754883
969	0.3917724365
970	0.3917577148
971	0.3917541016
972	0.3917463379
973	0.391731543
974	0.3917302002
975	0.3917290039
976	0.3917207764
977	0.3917109863
978	0.3917056396
979	0.3916993896
980	0.3916961426
981	0.391680127
982	0.3916693848
983	0.3916560547
984	0.3916529297
985	0.39163479
986	0.3916318848
987	0.3916224609
988	0.3916085449
989	0.3915919434
990	0.3915842773
991	0.3915684814
992	0.3915553223
993	0.3915396973
994	0.3915050781
995	0.3914925781
996	0.3914891113
997	0.3914732666
998	0.3914406738
999	0.3914371094
